cluster,count
3,2400
24,2010
21,12224
15,2700
16,6903
17,3489
23,4738
28,4114
22,2024
7,2643
19,4402
18,1952
12,1843
2,6056
26,4566
20,2034
10,2885
14,6249
8,3092
25,908
13,5642
4,1767
5,2198
6,3635
27,2960
0,3582
1,2927
11,2568
29,2324
9,2146
