cluster,count
26,2489
13,2449
32,2510
24,4273
18,3819
16,2569
39,3306
38,2269
0,2085
31,2839
11,2753
35,2650
12,1819
4,3404
1,2910
14,1921
9,3172
5,3334
2,2903
23,2178
29,2574
19,2935
15,3677
27,2262
34,920
36,2700
33,3113
25,3310
37,1752
21,2143
30,2029
17,2727
3,2650
7,2854
6,3307
22,2447
20,2834
8,2078
28,2421
10,2596
