cluster,count
26,2489
13,2455
32,2513
24,4278
18,3822
16,2567
39,3300
38,2268
0,2084
31,2839
11,2754
35,2646
12,1819
4,3405
1,2908
14,1920
9,3162
5,3333
2,2902
23,2185
29,2576
19,2943
15,3673
27,2258
34,918
36,2700
33,3111
25,3310
37,1751
21,2143
30,2028
17,2732
3,2647
7,2855
6,3306
22,2448
20,2834
8,2078
28,2421
10,2600
