cluster,count
11,2594
9,2774
19,2869
21,5437
5,5363
10,3616
13,5039
14,4238
15,3124
22,2909
26,3203
16,2390
7,5189
0,3738
4,2347
2,3652
29,3028
23,4870
3,3567
8,5191
6,2701
24,2748
20,5077
17,1888
25,2241
1,3754
12,4166
18,3776
28,2470
27,3022
