cluster,count
11,6879
10,4148
6,6155
14,9012
2,5133
15,3341
12,5790
5,7025
18,6676
3,6986
0,8767
17,4496
7,3334
19,4716
1,5571
13,6510
4,3355
9,2485
8,4016
16,2586
