cluster,count
16,12153
7,4447
19,4097
4,3785
1,7102
13,8586
17,4383
12,6467
14,7359
0,2270
3,3787
18,4918
8,2913
9,3841
10,3436
5,2867
15,3887
11,5873
2,2339
6,2908
