cluster,count
21,10783
4,3988
19,3197
15,1712
8,2090
13,5044
7,1972
10,3760
16,3591
12,1401
9,2383
6,3141
28,3691
1,6249
2,4856
27,2237
18,3082
29,2487
5,5035
0,3872
25,3145
20,2315
22,3074
24,1756
11,1415
23,1766
17,2774
26,2649
3,2230
14,1723
