cluster,count
33,2218
9,1296
45,4548
39,1889
26,4724
8,1542
32,1629
46,886
18,1953
24,1514
36,3372
2,1901
43,1308
47,1358
10,2254
0,3349
30,2326
23,1509
40,2208
21,1099
49,2146
13,2343
48,1969
5,3871
11,8722
29,613
28,4067
37,2845
15,1482
22,1813
16,1688
14,2058
42,2266
1,1925
25,2356
6,2565
35,1038
27,2870
19,1780
7,2223
41,789
31,2023
4,1182
38,1943
44,704
34,1415
17,2263
3,1274
12,819
20,1046
