
1,108,None,Agglo,euclidean,10,0.13546032
1,108,None,Agglo,euclidean,20,0.12146221
1,108,None,Agglo,euclidean,30,0.11817344
1,108,None,Agglo,euclidean,40,0.11249386
1,108,None,Agglo,euclidean,50,0.095874615
