cluster,count
5,8211
15,3777
49,2222
14,1197
27,1683
23,1724
12,2891
47,1862
28,645
11,2211
16,2668
48,4979
20,2285
41,1418
40,2178
36,1608
6,1975
35,1250
22,1221
24,1456
17,1514
33,2924
38,1218
19,3444
46,2431
1,3920
32,1287
7,1057
29,1747
10,1915
18,1144
39,3337
21,1181
34,1589
26,1031
43,1572
45,1471
9,958
3,936
37,1872
31,1609
2,1077
25,2333
0,1953
4,1326
44,574
8,1980
13,930
42,1059
30,568
