cluster,count
22,2784
20,3470
27,2512
4,2038
1,2770
2,4310
7,2106
14,4683
12,4152
29,2543
23,4494
16,5010
24,3388
10,2407
19,3220
21,4310
3,2635
26,4001
25,3894
13,2015
6,3799
9,2574
0,3478
11,2683
8,4356
28,3329
17,1596
5,2523
15,3628
18,2710
