cluster,count
16,9139
1,3849
37,2690
12,1262
29,1946
2,4238
31,1827
5,3233
32,2598
28,1240
39,2289
19,2877
10,3274
34,2389
27,3881
36,1930
3,2202
14,2156
7,2274
35,2283
38,2179
4,4580
8,1952
9,1687
22,2234
24,4386
11,1636
25,1289
20,4304
21,1345
30,1382
17,1935
15,1948
18,2398
13,1604
26,1391
33,2096
6,609
0,882
23,4
