cluster,count
5,8208
15,3779
49,2225
14,1196
27,1686
23,1725
12,2897
47,1852
17,1515
28,637
11,2209
16,2678
48,4974
20,2291
41,1429
40,2181
36,1599
6,1971
35,1250
22,1224
24,1454
33,2896
38,1208
19,3444
46,2439
1,3926
32,1282
7,1058
29,1751
10,1909
18,1144
39,3334
34,1597
26,1043
43,1576
45,1468
9,958
3,943
37,1870
31,1616
2,1075
25,2334
0,1955
21,1180
4,1326
44,567
8,1982
13,930
42,1059
30,568
