cluster,count
22,2785
20,3469
27,2512
4,2037
1,2767
2,4312
7,2106
14,4690
12,4157
29,2540
23,4491
16,5006
24,3384
10,2406
19,3218
21,4314
3,2635
26,3995
25,3896
13,2015
6,3804
9,2581
0,3478
11,2688
8,4346
28,3328
17,1598
5,2524
15,3626
18,2710
