cluster,count
12,2225
7,1220
25,4254
40,1837
6,3396
5,1677
27,3050
45,1969
39,1428
8,1911
1,2035
16,806
22,1367
11,1087
3,3676
18,5202
35,2150
47,1526
37,2633
9,630
20,2157
31,8755
41,1254
2,2356
33,1772
46,3692
34,2410
4,599
13,4077
30,2897
42,910
24,1500
38,1734
28,2254
17,2346
36,1664
21,2427
23,2262
15,1788
29,1892
10,873
44,1208
43,1476
19,1359
14,2236
48,1084
32,1601
0,1892
26,1688
49,739
