cluster,count
3,2401
24,2010
21,12232
15,2700
16,6896
17,3481
23,4732
28,4117
22,2029
7,2643
19,4402
18,1955
12,1843
2,6062
26,4568
20,2035
10,2887
14,6260
8,3091
25,908
13,5635
4,1762
5,2200
6,3625
27,2966
0,3583
1,2926
11,2562
29,2324
9,2146
